book_id;ISBN;title;pages;cover;book_genre;thumbnail;publisher;published_year;description;state
1223;9,78E+12;A Memoir of Jane Austen;352;h;Biography & Autobiography;http://books.google.com/books/content?id=rbedBf8u7UEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_H;2002;This unique edition brings together for the first time Austen-Leigh's memoir of his aunt Jane Austen, together with shorter recollections by James Edward's two sisters. It also includes Jane's brother Henry's two biographical accounts. - ,'I doubt whether it would be possible to mention any author of note, whose personal obscurity was so complete.' James Edward Austen-Leigh's Memoir of his aunt Jane Austen was published in 1870, over fifty years after her death. Together with the shorter recollections of James Edward's two sisters, Anna Lefroy and Caroline Austen, the Memoir remains the prime authority for her life and continues to inform all subsequent accounts. These are family memories, the record of Jane Austen's life shaped and limited by the loyalties, reserve, and affection of nieces and nephews recovering in old age the outlines of the young aunt they had each known. They still remembered the shape of her bonnet and the tone of her voice, and their first-hand accounts bring her;1
1224;9,78E+12;Presocratic Philosophy: A Very Short Introduction;144;s;Philosophy;http://books.google.com/books/content?id=F-oRDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_A;2004;This is a book about the invention of Western philosophy, and the first thinkers to explore ideas about the nature of reality, time, and the origin of the universe. It begins with the finding of the new papyrus fragment of Empedocles' poem, and uses the story of its discovery and interpretation to highlight the way our understanding of early philosophers is marked by their presentation in later sources. Generations of philosophers, both ancient and modern, have traced their inspiration back to the presocratics, even though we have very few of their writings left. In this book, Catherine Osborne invites her readers to dip their toes into the fragmentary remains of thinkers from Thales to Pythagoras, Heraclitus to Protagoras, to try to fill in the bits of a jigsaw that has been rejigged many times and in many different ways. ABOUT THE SERIES: The Very Short Introductions series from Oxford University Press contains hundreds of titles in almost every subject area. These pocket-sized books;1
1225;9,78E+12;Augustine: A Very Short Introduction;144;s;Biography & Autobiography;http://books.google.com/books/content?id=QnrRB19gQ0kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_E;2001;Very Short Introductions offer stimulating, accessible introductions to a wide variety of subjects, demonstrating the finest contemporary thinking about their central problems and issues.'magisterial and highly readable.' -Bookseller;1
1226;9,78E+12;The Origins of Life;192;h;Science;http://books.google.com/books/content?id=nHDbBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_I;2000;'I can recommend this book as a thoroughly interesting read' -Biologist 01/02/2002'exhilarating reading... challenging... stimulates the reader to think deeply on the many issues it raises.' -Margaret Ginzburg, Science and Christian belief, Vol.13, No.1, April 2001'...the authors provide a clear-eyed review of a large part of modern biology.' -Scientific American'...the book is well written, stimulating, and full of information nuggets.' -Choice;1
1227;9,78E+12;Augustine;128;s;History;http://books.google.com/books/content?id=7CERngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_E;1986;Describes Augustine's education, discusses the major themes of his writings, and assesses his influence on Western thought;1
1228;9,78E+12;The Hound of the Baskervilles;105;h;Fiction;;Publisher_I;2000;Dartmoor. A wild, wet place in the Southwest of England. A place where it is easy to get lost, and to fall into the soft green earth which can pull the strongest man down to his death. A man is running for his life. Behind him comes an enormous dog - a dog from his worst dreams, a dog from hell. Between him and a terrible death stands only one person - the greatest detective of all time, Sherlock Holmes.;1
1229;9,78E+12;Growing Old in America;252;s;Religion;http://books.google.com/books/content?id=LCnnCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_J;1978;A history of aging in America surveys and compares actualities and attitudes in the eighteenth, nineteenth, and twentieth centuries and suggests practical improvements on the current inadequate system of pensions, social security, medicare, and other prog;1
1230;9,78E+12;Alcestis;142;s;Medical;http://books.google.com/books/content?id=SgQiG25-5MgC&printsec=frontcover&img=1&zoom=1&source=gbs_api;Publisher_J;1989;At once a vigorous translation of one of Euripides' most subtle and witty plays, and a wholly fresh interpretation, this version reveals for the first time the extraordinary formal beauty and thematic concentration of the Alcestis. William Arrowsmith rejects the standard view of the Alcestis as a psychological study of the egotist Admetos and his naive but devoted wife. His translation, instead, presents the play as a drama of human existence--in keeping with the tradition of Greek tragedy--with recognizably human characters who also represent masked embodiments of human conditions.;1
1231;9,78E+12;Albion's Seed;972;h;Fiction;http://books.google.com/books/content?id=GOYg58I7g30C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_J;1989;The first volume in a cultural history of America examines the different lives and customs of the first groups of immigrants to America and assesses the importance of those traditions for contemporary American life.;1
1232;9,78E+12;Inferno;672;s;Literary Criticism;http://books.google.com/books/content?id=SZk6DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_F;1997;Translation of the classic Italian epic about Dante and Virgil's journey into the nine regions of hell;1
1233;9,78E+12;Paul Revere's Ride;464;h;Art;http://books.google.com/books/content?id=Ny6if53o9hwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_G;1995;Discusses the events leading up to Paul Revere's ride, and reinforces his importance in the history of the Revolutionary War;3
1234;9,78E+12;Justice Oliver Wendell Holmes;648;h;Literary Criticism;http://books.google.com/books/content?id=wE7nCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_I;1995;Discusses Holmes' early life, Civil War experiences, legal career, and thirty years on the U.S. Supreme Court, and presents new information regarding his relationship with Clare Castletown;1
1235;9,78E+12;Notebooks of the Mind;288;s;Psychology;http://books.google.com/books/content?id=uj1RDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_D;1997;"How do creative people think? Do great works of the imagination originate in words or in images? Is there a rational explanation for the sudden appearance of geniuses like Mozart or Einstein? Such questions have fascinated people for centuries, only in recent years, however, has cognitive psychology been able to provide some clues to the mysterious process of creativity. In this revised edition of Notebooks of the Mind, Vera John-Steiner combines imaginative insight with scientific precision to produce a startling account of the human mind working at its highest potential. To approach her subject John-Steiner goes directly to the source, assembling the thoughts of ""experienced thinkers""--artists, philosophers, writers, and scientists able to reflect on their own imaginative patterns. More than fifty interviews (with figures ranging from Jessica Mitford to Aaron Copland), along with excerpts from the diaries, letters, and autobiographies of such gifted giants as Leo Tolstoy, Marie Curie";1
1236;9,78E+12;Masters of Small Worlds;344;s;History;http://books.google.com/books/content?id=ZKSliwlcWp4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_I;1997;In this innovative study of the South Carolina Low Country, author Stephanie McCurry explores the place of the yeomanry in plantation society--the complex web of domestic and public relations within which they were enmeshed, and the contradictory politics of slave society by which that class of small farmers extracted the privileges of masterhood from the region's powerful planters. Insisting on the centrality of women as historical actors and gender as a category of analysis, this work shows how the fateful political choices made by the low-country yeomanry were rooted in the politics of the household, particularly in the customary relations of power male heads of independent households assumed over their dependents, whether slaves or free women and children. Such masterly prerogatives, practiced in the domestic sphere and redeemed in the public, explain the yeomanry's deep commitment to slavery and, ultimately, their ardent embrace of secession.By placing the yeomanry in the center o;2
1237;9,78E+12;Ride of the Second Horseman;320;s;History;http://books.google.com/books/content?id=1Xs7DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;Publisher_F;1997;"""Accurst be he that first invented war,"" wrote Christopher Marlowe--a declaration that most of us would take as a literary, not literal, construction. But in this sweeping overview of the rise of civilization, Robert O'Connell finds that war is indeed an invention--an institution that arosedue to very specific historical circumstances, an institution that now verges on extinction. In Ride of the Second Horseman, O'Connell probes the distant human past to show how and why war arose. He begins with a definition that distinguishes between war and mere feuding: war involves group rather than individual issues, political or economic goals, and direction by some governmentalstructure, carried out with the intention of lasting results. With this definition, he finds that ants are the only other creatures that conduct it--battling other colonies for territory and slaves. But ants, unlike humans, are driven by their genes, in humans, changes in our culture and subsistencepatterns, not our genet";1
